Edge_Name,Global_Saliency_Mean,Global_Contrib_Mean,Contrib_Std,Robustness_Z_Score
rh_bankssts <-> rh_bankssts,0.0001391452394971375,-2.2284847182717034e-05,0.0014244409542268964,-0.01564451700958133
left_cerebellum_cortex <-> left_cerebellum_cortex,8.134890743604119e-05,-1.232015847456157e-05,0.0006119874135534108,-0.020131062977909713
rh_rostralmiddlefrontal <-> rh_rostralmiddlefrontal,6.858250042991512e-05,-5.86923259631275e-06,0.0002023613107723362,-0.029002295700478627
cc_anterior <-> cc_anterior,6.761988848860452e-05,-2.4966548819880934e-05,0.0008615749315449407,-0.028977466882008328
lh_insula <-> lh_insula,6.265667137574369e-05,-3.340885956135703e-06,0.00019064110464914693,-0.017523559395493132
fourth_ventricle <-> fourth_ventricle,6.259706393667782e-05,-8.105367468747472e-06,0.0003582499565245152,-0.022624262971998755
lh_frontalpole <-> lh_frontalpole,5.8795236009751485e-05,-6.298926147927142e-06,0.0003054449599035675,-0.020621456433104642
rh_parstriangularis <-> rh_parstriangularis,4.5394075353837664e-05,-6.9428473827991374e-06,0.00033352535390752784,-0.020815926412178876
rh_insula <-> rh_insula,4.2475385843426785e-05,-4.2246368318241745e-06,0.00016721686359505978,-0.025262907770931722
rh_supramarginal <-> rh_supramarginal,4.2243198354742064e-05,-7.044670536148449e-06,0.00036598148164128965,-0.019248181691433382
rh_caudalmiddlefrontal <-> rh_caudalmiddlefrontal,4.208313706555416e-05,-4.880638563190289e-06,0.0003536360898846635,-0.013800911993066396
lh_caudalanteriorcingulate <-> lh_caudalanteriorcingulate,4.1264350517444026e-05,-5.674914995191099e-06,0.0003021037136843334,-0.018784036401341887
lh_rostralmiddlefrontal <-> lh_rostralmiddlefrontal,3.893863171202178e-05,-7.901151174106529e-06,0.00038869023371416013,-0.020327106826276895
lh_fusiform <-> lh_fusiform,3.631521915607739e-05,-5.637392456087804e-06,0.0004214472669920091,-0.013375952670890093
rh_inferiorparietal <-> rh_inferiorparietal,3.327711097661838e-05,-5.4263604195806664e-06,0.00021703014724206446,-0.025001643652262442
rh_frontalpole <-> rh_frontalpole,2.972312184290216e-05,-4.682525601926616e-06,0.00019009735350846468,-0.024630954644887647
lh_rostralanteriorcingulate <-> lh_rostralanteriorcingulate,2.9552800254875164e-05,-9.486843817747301e-06,0.0007661080502295717,-0.012383005223417608
right_putamen <-> right_putamen,2.9257991478134976e-05,-9.993164155695887e-06,0.0004176583699658357,-0.02392607358922895
lh_temporalpole <-> lh_temporalpole,2.783777520039706e-05,-3.408691173501288e-06,0.0002631156070167752,-0.012954615904350092
rh_caudalanteriorcingulate <-> rh_caudalanteriorcingulate,2.5057848436356867e-05,-4.459928494104053e-06,0.000348384933653974,-0.012801358640116322
lh_inferiortemporal <-> lh_inferiortemporal,2.3630705306735192e-05,-5.941758492438257e-06,0.0003313903904554121,-0.01792924409133333
left_putamen <-> left_putamen,2.3030279524867128e-05,-1.6416946025318793e-06,0.00010704186249447788,-0.015335507148383934
right_amygdala <-> right_amygdala,1.9951426574525715e-05,-6.067416821149743e-07,5.484209534011995e-05,-0.011061413029944745
rh_posteriorcingulate <-> rh_posteriorcingulate,1.8925044023421917e-05,-2.238129331914358e-06,0.00014285085696696034,-0.015666498013741956
left_hippocampus <-> left_hippocampus,1.6280647430461652e-05,-3.5637094189960175e-06,0.00020150362715483,-0.017684706832545347
